MACHINENAME,FACTORYNAME,PMS_MACHINEGROUPNAME,AREANAME,SUPERMACHINENAME,DESCRIPTION
F1AOI01_AI1_AI1,CF,,BF1INS02,F1AOI01_AI1,AOI检测设备
F1AOI01_LD1_RT1,CF,,BF1INS02,F1AOI01_LD1,AOI检测设备 IndexRobot
F1SOR01,CF,GF1INS01,BF1INS03,,分类机
F1SOR01_LD1,CF,,BF1INS03,F1SOR01,分类机 Index
F1SOR01_LD1_ST1,CF,,BF1INS03,F1SOR01_LD1,分类机 IndexStage
F1MCR02,CF,GF1INS01,BF1INS03,,宏观+微观检测设备 2#
F1MCR02_LD1,CF,,BF1INS03,F1MCR02,MCR检测设备 2#Index
F1MCR02_MM1,CF,,BF1INS03,F1MCR02,MCR检测设备 2#MCR
F1MCR02_LD1_RT1,CF,,BF1INS03,F1MCR02_LD1,MCR检测设备 2#IndexRobot
F1MCR02_MM1_MA1,CF,,BF1INS03,F1MCR02_MM1,MCR检测设备 2#MCR_MACRO
F1MCR02_MM1_MI1,CF,,BF1INS03,F1MCR02_MM1,MCR检测设备 2#MCR_MICRO
A1PCL04_CL1,ARRAY,,BA1SPT02,A1PCL04,前清洗设备 4#Cleaner
A1SPT03,ARRAY,GA1SPT01,BA1SPT02,,溅射成膜设备 3#
A1SPT04,ARRAY,GA1SPT01,BA1SPT02,,Sputter成膜设备 4#
F1CSL01_BK2_BK1,CF,,BF1CSL01,F1CSL01_BK2,Glass in /Glass out Report
A1SPT03_SP1,ARRAY,,BA1SPT02,A1SPT03,Sputter成膜设备 3#Sputter
A1THK01_LD1_PT1,ARRAY,,BA1INS03,A1THK01_LD1,Port 1#
A1SPT03_SP1_RT1,ARRAY,,BA1SPT02,A1SPT03_SP1,Index Robot
A1SPT03_SP1_LL1,ARRAY,,BA1SPT02,A1SPT03_SP1,Sputter成膜设备 3#Sputter Load Lock 1#
A1SPT03_SP1_LL2,ARRAY,,BA1SPT02,A1SPT03_SP1,Sputter成膜设备 3#Sputter Load Lock 2#
A1THK01_LD1_PT2,ARRAY,,BA1INS03,A1THK01_LD1,Port 2#
A1THK01_LD1_TH1,ARRAY,,BA1INS03,A1THK01_LD1,Main EQ
A1ANN04_OV1_OV2,ARRAY,,BA1INS04,A1ANN04_OV1,退火炉B
A1SPT04_SP1,ARRAY,,BA1SPT02,A1SPT04,Sputter成膜设备 4#Sputter
C1PIL02_LD1_PT1,CELL,,BC1PIL01,C1PIL02_LD1,In Port#1
A1SPT04_SP1_RT1,ARRAY,,BA1SPT02,A1SPT04_SP1,IndexRobot
C1PIL02_LD1_PT2,CELL,,BC1PIL01,C1PIL02_LD1,In Port#2
C1PIL02_LD1_PT3,CELL,,BC1PIL01,C1PIL02_LD1,In Port#3
A1ICL01,ARRAY,GA1ICL01,BA1UPK01,,解包+前清洗设备 1#
A1ICL01_LD1,ARRAY,,BA1UPK01,A1ICL01,解包+前清洗设备 1#Dense Box Un-packer
A1ICL01_UD1,ARRAY,,BA1UPK01,A1ICL01,解包+前清洗设备 1#Unloader Index
A1ICL01_CL1,ARRAY,,BA1UPK01,A1ICL01,解包+前清洗设备 1#Unpacker & Cleaner
A1ICL01_LD1_CY1,ARRAY,,BA1UPK01,A1ICL01_LD1,解包+前清洗设备 1#DenseBox Unpacker Inspection Conveyor
A1ICL01_LD1_CY2,ARRAY,,BA1UPK01,A1ICL01_LD1,解包+前清洗设备 1#DenseBox Unpacker NG Conveyor 1#
A1ICL01_LD1_CY3,ARRAY,,BA1UPK01,A1ICL01_LD1,解包+前清洗设备 1#DenseBox Unpacker NG Conveyor 2#
A1ICL01_UD1_CY1,ARRAY,,BA1UPK01,A1ICL01_UD1,解包+前清洗设备 1#Unloader Index Cross Conveyor
A1ICL01_CL1_CY1,ARRAY,,BA1UPK01,A1ICL01_CL1,解包+前清洗设备 1#Unpacker & Cleaner EXIT Conveyor
A1PHT09_AI1,ARRAY,,BA1PHT03,A1PHT09,AOI
C1AGV01_V01,CELL,,BC1STK01,C1AGV01,小车
A1PHT09_CL1,ARRAY,,BA1PHT03,A1PHT09,Cleaner
A1PHT09_DV1,ARRAY,,BA1PHT03,A1PHT09,Develop
C1AGV01_V02,CELL,,BC1STK01,C1AGV01,小车
C1AGV01_V03,CELL,,BC1STK01,C1AGV01,小车
C1PIL02_UD1_PT1,CELL,,BC1PIL01,C1PIL02_UD1,Out Port#1
A1PHT09_CT1,ARRAY,,BA1PHT03,A1PHT09,Coater
A1CVD01_CV1_PT1,ARRAY,,BA1CVD01,A1CVD01_CV1,Port 1#
F1MCR01_MM1,CF,,BF1INS02,F1MCR01,MCR检测设备 1#MCR
F1MCR01_LD1_RT1,CF,,BF1INS02,F1MCR01_LD1,MCR检测设备 1#IndexRobot
F1MCR01_MM1_MA1,CF,,BF1INS02,F1MCR01_MM1,MCR检测设备 1#MACRO
F1MCR01_MM1_MI2,CF,,BF1INS02,F1MCR01_MM1,MCR检测设备 1#MICRO
F1REP03,CF,GF1INS01,BF1INS02,,激光修复设备Repair 3#
F1REP03_LD1,CF,,BF1INS02,F1REP03,修复设备Repair 3#Index
F1REP03_RP1,CF,,BF1INS02,F1REP03,修复设备Repair 3#REP
A1DRE02_LD1,ARRAY,,BA1DRE01,A1DRE02,Index
C1APC01,CELL,GC1PIL01,BC1PIL01,,APR 清洗机
C1RCA01,CELL,,BC1RUB01,,
A1DRE02_DE1,ARRAY,,BA1DRE01,A1DRE02,Chamber 1#
A1DRE02_LD1_RT1,ARRAY,,BA1DRE01,A1DRE02_LD1,Index Robot
A1DRE02_LD1_PT2,ARRAY,,BA1DRE01,A1DRE02_LD1,Port 2#
A1ETC01_ET1_PT1,ARRAY,,BA1ETS03,A1ETC01_ET1,Port 1#
A1DRE02_DE1_RT1,ARRAY,,BA1DRE01,A1DRE02_DE1,Chamber Robot
A1DRE02_DE3_RT1,ARRAY,,BA1DRE01,A1DRE02_DE3,Chamber Robot
A1DRE02_DE3_CH1,ARRAY,,BA1DRE01,A1DRE02_DE3,chamber
A1ETC01_ET1_PT2,ARRAY,,BA1ETS03,A1ETC01_ET1,Port 2#
A1DRE02_LD1_PT1,ARRAY,,BA1DRE01,A1DRE02_LD1,Port 1#
A1DRE02_DE1_CH1,ARRAY,,BA1DRE01,A1DRE02_DE1,Chamber
A1CVD01_CV1_PT2,ARRAY,,BA1CVD01,A1CVD01_CV1,Port 2#
A1CVD01_CV1_PT3,ARRAY,,BA1CVD01,A1CVD01_CV1,Port 3#
A1DRE03_LD1,ARRAY,,BA1DRE01,A1DRE03,Index
A1DRE03_DE1,ARRAY,,BA1DRE01,A1DRE03,Chamber 1#
A1DRE03_LD1_RT1,ARRAY,,BA1DRE01,A1DRE03_LD1,Index Robot
F1MCR04_MI1,CF,,BF1INS01,F1MCR04,MICRO
A1ETC01_ET1_PT3,ARRAY,,BA1ETS03,A1ETC01_ET1,Port 3#
F1MCR04_MA1,CF,,BF1INS01,F1MCR04,MACRO
A1DRE03_DE1_RT1,ARRAY,,BA1DRE01,A1DRE03_DE1,Chamber Robot
A1DRE03_DE2_RT1,ARRAY,,BA1DRE01,A1DRE03_DE2,Chamber  Robot
A1DRE03_DE1_CH1,ARRAY,,BA1DRE01,A1DRE03_DE1,Chamber
A1ETC01_ET1_PT4,ARRAY,,BA1ETS03,A1ETC01_ET1,Port 4#
A1CDM04,ARRAY,GA1INS01,BA1DRE01,,CDM 线宽+宏观测量 4#
A1CDM04_LD1,ARRAY,,BA1DRE01,A1CDM04,Index
A1CDM04_CD1,ARRAY,,BA1DRE01,A1CDM04,CDM设备
A1REP03,ARRAY,GA1INS01,BA1DRE02,,激光修复3#
A1REP04_RP1,ARRAY,,BA1DRE02,A1REP04,返修设备
A1REP03_LD1,ARRAY,,BA1DRE02,A1REP03, Index
A1REP04,ARRAY,GA1INS01,BA1DRE02,,激光修复4#
A1REP03_RP1,ARRAY,,BA1DRE02,A1REP03,返修设备
A1REP03_LD1_RT1,ARRAY,,BA1DRE02,A1REP03_LD1,机械手
A1REP03_RP1_ST1,ARRAY,,BA1DRE02,A1REP03_RP1,返修平台
A1REP04_LD1,ARRAY,,BA1DRE02,A1REP04, Index
A1REP04_LD1_RT1,ARRAY,,BA1DRE02,A1REP04_LD1,机械手
A1REP04_RP1_ST1,ARRAY,,BA1DRE02,A1REP04_RP1,返修平台
A1PHT09_EX1,ARRAY,,BA1PHT03,A1PHT09,Exposure
A1PHT09_LD1_RT1,ARRAY,,BA1PHT03,A1PHT09_LD1,Robot 1#
A1PHT09_AI1_AI1,ARRAY,,BA1PHT03,A1PHT09_AI1,AOI
A1DRE06,ARRAY,GA1DRE01,BA1DRE03,,干刻6#
A1CVD01_CV1_RT2,ARRAY,,BA1CVD01,A1CVD01_CV1,Chamber Robot
A1DRE07_LD1,ARRAY,,BA1DRE03,A1DRE07,Index
A1CVD01_CV1_LL2,ARRAY,,BA1CVD01,A1CVD01_CV1,U/L
A1DRE06_LD1,ARRAY,,BA1DRE03,A1DRE06,Index
A1DRE03_DE2,ARRAY,,BA1DRE01,A1DRE03,Chamber 2#
A1DRE06_DE1,ARRAY,,BA1DRE03,A1DRE06,Chamber 1#
A1DRE07,ARRAY,GA1DRE01,BA1DRE03,,干刻7#
A1DRE03_LD1_PT1,ARRAY,,BA1DRE01,A1DRE03_LD1,Port 1#
A1DRE07_DE1,ARRAY,,BA1DRE03,A1DRE07,DE设备
A1DRE06_LD1_RT1,ARRAY,,BA1DRE03,A1DRE06_LD1,Index Robot
A1DRE03_LD1_PT2,ARRAY,,BA1DRE01,A1DRE03_LD1,Port 2#
A1DRE03_LD1_PT3,ARRAY,,BA1DRE01,A1DRE03_LD1,Port 3#
A1DRE03_LD1_PT4,ARRAY,,BA1DRE01,A1DRE03_LD1,Port 4#
A1STP06,ARRAY,GA1STP01,BA1ETS03,,脱膜设备6#
A1SOR01,ARRAY,GA1INS01,BA1INS02,,篮子交换机1#
A1DRE03_DE2_CH1,ARRAY,,BA1DRE01,A1DRE03_DE2,Chamber 
F1MCR04_MA1_MA1,CF,,BF1INS01,F1MCR04_MA1,MACRO
A1SOR01_LD1,ARRAY,,BA1INS02,A1SOR01, Index
A1SOR01_LD1_ST1,ARRAY,,BA1INS02,A1SOR01_LD1,转换平台
A1CCL01,ARRAY,GA1INS01,BA1INS02,,篮子清洗机#
A1ETC01_ET1_CY1,ARRAY,,BA1ETS03,A1ETC01_ET1,ENTR. CV
A1ETC01_ET1_CY2,ARRAY,,BA1ETS03,A1ETC01_ET1,A/C CV
A1ETC01_ET1_ET2,ARRAY,,BA1ETS03,A1ETC01_ET1,ETCH 2#
A1PHT12_CL1_OV1,ARRAY,,BA1PHT02,A1PHT12_CL1,AD(2-2)
A1DRE08_DE1_CH1,ARRAY,,BA1DRE02,A1DRE08_DE1,Chamber 
A1DRE09_LD1,ARRAY,,BA1DRE02,A1DRE09,Index
A1DRE09_DE1,ARRAY,,BA1DRE02,A1DRE09,DE设备
A1PHT12_CL1_OV2,ARRAY,,BA1PHT02,A1PHT12_CL1,AHP(2-3)
A1PHT12_CL1_OV3,ARRAY,,BA1PHT02,A1PHT12_CL1,TS COL(2-4)
A1DRE09_DE1_RT1,ARRAY,,BA1DRE02,A1DRE09_DE1,机械手
A1PHT12_CL1_OV4,ARRAY,,BA1PHT02,A1PHT12_CL1,AHP(2-5)
A1DRE09_DE1_CH1,ARRAY,,BA1DRE02,A1DRE09_DE1,腔体1
A1PHT12_CL1_OV5,ARRAY,,BA1PHT02,A1PHT12_CL1,AHP(2-6)
A1SPT09,ARRAY,GA1SPT01,BA1INS03,,溅射成膜设备9#
A1PHT12_CL1_OV6,ARRAY,,BA1PHT02,A1PHT12_CL1,TS COL(2-7)
A1SPT09_SP1,ARRAY,,BA1INS03,A1SPT09,溅射设备
A1PHT12_CL1_BF1,ARRAY,,BA1PHT02,A1PHT12_CL1,P STAGE(2-8)
A1SPT09_SP1_RT1,ARRAY,,BA1INS03,A1SPT09_SP1,Index Robot
A1SPT09_SP1_LL1,ARRAY,,BA1INS03,A1SPT09_SP1,Load Lock 1#
A1SPT09_SP1_LL2,ARRAY,,BA1INS03,A1SPT09_SP1,Load Lock 2#
A1PHT12_CL1_BF2,ARRAY,,BA1PHT02,A1PHT12_CL1,P STAGE(2-9)
A1PHT12_CL1_BF3,ARRAY,,BA1PHT02,A1PHT12_CL1,P STAGE(2-10)
A1PHT11_LD1,ARRAY,,BA1PHT02,A1PHT11,Index
A1PHT11_AI1,ARRAY,,BA1PHT02,A1PHT11,AOI设备
A1PHT11_BK1,ARRAY,,BA1PHT02,A1PHT11,Post-Bake Machine
A1PHT11_DV1,ARRAY,,BA1PHT02,A1PHT11,显影设备
A1PHT11_BK2,ARRAY,,BA1PHT02,A1PHT11,预烘设备
A1PHT11_CT1,ARRAY,,BA1PHT02,A1PHT11,Coater Machine
A1PHT11_BK3,ARRAY,,BA1PHT02,A1PHT11,DEHYDE-Bake Machine
A1PHT11_EX1,ARRAY,,BA1PHT02,A1PHT11,曝光设备
A1PHT11_CL1,ARRAY,,BA1PHT02,A1PHT11,清洗设备
A1PHT11_AI1_AI1,ARRAY,,BA1PHT02,A1PHT11_AI1,AOI
A1PHT11_BK1_OV1,ARRAY,,BA1PHT02,A1PHT11_BK1,"OVEN(POST-BAKE),near AOI"
A1PHT11_BK1_RT1,ARRAY,,BA1PHT02,A1PHT11_BK1,机械手
A1PHT11_BK1_BF1,ARRAY,,BA1PHT02,A1PHT11_BK1,Buffer(POST-BAKE)
A1PHT11_BK1_OV2,ARRAY,,BA1PHT02,A1PHT11_BK1,"OVEN(POST-BAKE),near Develop"
A1PHT11_BK2_OV1,ARRAY,,BA1PHT02,A1PHT11_BK2,"OVEN(PRE-BAKE),near Develop"
A1PHT11_BK2_RT1,ARRAY,,BA1PHT02,A1PHT11_BK2,机械手
A1PHT11_BK2_BF1,ARRAY,,BA1PHT02,A1PHT11_BK2,Buffer(PRE-BAKE)
A1PHT11_BK2_OV2,ARRAY,,BA1PHT02,A1PHT11_BK2,"OVEN(PRE-BAKE),near Coater"
A1PHT11_BK3_OV1,ARRAY,,BA1PHT02,A1PHT11_BK3,"OVEN(DEHYDE-BAKE),near coater"
A1PHT11_BK3_RT1,ARRAY,,BA1PHT02,A1PHT11_BK3,机械手
A1PHT11_BK3_BF1,ARRAY,,BA1PHT02,A1PHT11_BK3,Buffer(DEHYDE-BAKE)
A1PHT11_BK3_OV2,ARRAY,,BA1PHT02,A1PHT11_BK3,"OVEN(DEHYDE-BAKE),near cleaner"
A1PHT11_CL1_CL1,ARRAY,,BA1PHT02,A1PHT11_CL1,清洗
A1PHT11_CT1_CT1,ARRAY,,BA1PHT02,A1PHT11_CT1,Coater
A1PHT11_DV1_DV1,ARRAY,,BA1PHT02,A1PHT11_DV1,显影
A1PHT11_EX1_SH1,ARRAY,,BA1PHT02,A1PHT11_EX1,shuttle(ext sid)
A1PHT11_EX1_RT1,ARRAY,,BA1PHT02,A1PHT11_EX1,机械手
A1PHT11_EX1_BF1,ARRAY,,BA1PHT02,A1PHT11_EX1,Buffer
A1PHT11_EX1_TT1,ARRAY,,BA1PHT02,A1PHT11_EX1,Title/EE
A1PHT11_EX1_EX1,ARRAY,,BA1PHT02,A1PHT11_EX1,曝光
A1PHT11_EX1_MK1,ARRAY,,BA1PHT02,A1PHT11_EX1,Mask
A1PHT12_AI1_AI1,ARRAY,,BA1PHT02,A1PHT12_AI1,AOI设备
A1PHT12_LD1,ARRAY,,BA1PHT02,A1PHT12,Index
A1PHT11_LD1_RT1,ARRAY,,BA1PHT02,A1PHT11_LD1,机械手
A1PHT12_CL1_BF4,ARRAY,,BA1PHT02,A1PHT12_CL1,P STAGE(2-11)
A1PHT12_AI1,ARRAY,,BA1PHT02,A1PHT12,AOI设备
A1PHT12_CL1_BF5,ARRAY,,BA1PHT02,A1PHT12_CL1,P STAGE(2-12)
A1PHT12_CL1,ARRAY,,BA1PHT02,A1PHT12,清洗
A1PHT12_DV1,ARRAY,,BA1PHT02,A1PHT12,显影设备
A1PHT12_CT1,ARRAY,,BA1PHT02,A1PHT12,Coater Machine
A1PHT12_CL1_SH1,ARRAY,,BA1PHT02,A1PHT12_CL1,Shuttle(2-14)
A1PHT12_EX1,ARRAY,,BA1PHT02,A1PHT12,曝光
A1PHT12_CL1_BF6,ARRAY,,BA1PHT02,A1PHT12_CL1,P STAGE(2-13)
A1PHT12_CT1_OV1,ARRAY,,BA1PHT02,A1PHT12_CT1,AHP(3-2)
A1PHT12_CT1_OV2,ARRAY,,BA1PHT02,A1PHT12_CT1,AHP(3-3)
A1PHT12_CT1_OV3,ARRAY,,BA1PHT02,A1PHT12_CT1,TS COL(3-4)
A1PHT12_CT1_OV4,ARRAY,,BA1PHT02,A1PHT12_CT1,AHP(3-5)
A1PHT12_CT1_OV5,ARRAY,,BA1PHT02,A1PHT12_CT1,AHP(3-6)
A1PHT12_CT1_OV6,ARRAY,,BA1PHT02,A1PHT12_CT1,TS COL(3-7)
A1PHT12_CT1_BF1,ARRAY,,BA1PHT02,A1PHT12_CT1,PSTAGE(3-8)
A1PHT12_CT1_BF2,ARRAY,,BA1PHT02,A1PHT12_CT1,PSTAGE(3-9)
A1PHT12_CT1_BF3,ARRAY,,BA1PHT02,A1PHT12_CT1,PSTAGE(3-10)
A1PHT12_CT1_BF4,ARRAY,,BA1PHT02,A1PHT12_CT1,PSTAGE(3-11)
A1PHT12_BF1_EE1,ARRAY,,BA1PHT02,A1PHT12_BF1,EE
A1PHT12_CL1_CL1,ARRAY,,BA1PHT02,A1PHT12_CL1,清洗机
A1PHT12_CT1_CT1,ARRAY,,BA1PHT02,A1PHT12_CT1,Coater
A1PHT12_DV1_DV1,ARRAY,,BA1PHT02,A1PHT12_DV1,显影
C1ODF01_CL2_CL2,CELL,,BC1ODF01,C1ODF01_CL2,CF Clean
C1ODF01_UD1_PT1,CELL,,BC1ODF01,C1ODF01_UD1,Out Port#1
C1ODF01_UD1_PT2,CELL,,BC1ODF01,C1ODF01_UD1,Out Port#2
C1ODF01_UD1_PT3,CELL,,BC1ODF01,C1ODF01_UD1,Out Port#3
A1PHT12_EX1_EX1,ARRAY,,BA1PHT02,A1PHT12_EX1,曝光
C1ODF01_TM2,CELL,Y,BC1ODF01,C1ODF01,Transfer
A1PHT13_LD1_RT1,ARRAY,,BA1PHT02,A1PHT13_LD1,机械手
A1PHT13_AI1,ARRAY,,BA1PHT02,A1PHT13,AOI设备
A1PHT13_AI1_AI1,ARRAY,,BA1PHT02,A1PHT13_AI1,AOI
A1PHT13_BK1,ARRAY,,BA1PHT02,A1PHT13,后烘设备
A1PHT13_BK1_OV1,ARRAY,,BA1PHT02,A1PHT13_BK1,"OVEN(POST-BAKE),near AOI"
A1PHT13_BK1_RT1,ARRAY,,BA1PHT02,A1PHT13_BK1,机械手
A1PHT13_BK1_BF1,ARRAY,,BA1PHT02,A1PHT13_BK1,缓冲区(后烘)
A1PHT13_BK1_OV2,ARRAY,,BA1PHT02,A1PHT13_BK1,"OVEN(POST-BAKE),near Develop"
A1PHT13_CL1,ARRAY,,BA1PHT02,A1PHT13,Cleaner清洗
A1PHT13_CL1_CL1,ARRAY,,BA1PHT02,A1PHT13_CL1,清洗
A1PHT13_DV1,ARRAY,,BA1PHT02,A1PHT13,显影设备
A1PHT13_DV1_DV1,ARRAY,,BA1PHT02,A1PHT13_DV1,显影设备
A1PHT13_BK2,ARRAY,,BA1PHT02,A1PHT13,预烘设备
A1PHT13_BK2_OV1,ARRAY,,BA1PHT02,A1PHT13_BK2,"OVEN(PRE-BAKE),near Develop"
A1PHT13_BK2_RT1,ARRAY,,BA1PHT02,A1PHT13_BK2,机械手
A1PHT13_BK2_BF1,ARRAY,,BA1PHT02,A1PHT13_BK2,缓冲区(预烘)
A1PHT13_BK2_OV2,ARRAY,,BA1PHT02,A1PHT13_BK2,"OVEN(PRE-BAKE),near Coater"
A1PHT13_CT1,ARRAY,,BA1PHT02,A1PHT13,Coater Machine
A1PHT13_CT1_CT1,ARRAY,,BA1PHT02,A1PHT13_CT1,上光阻
A1PHT13_BK3,ARRAY,,BA1PHT02,A1PHT13,DEHYDE-Bake Machine
A1PHT13_BK3_OV1,ARRAY,,BA1PHT02,A1PHT13_BK3,"OVEN(DEHYDE-BAKE),near coater"
A1PHT13_BK3_RT1,ARRAY,,BA1PHT02,A1PHT13_BK3,机械手
A1PHT13_BK3_BF1,ARRAY,,BA1PHT02,A1PHT13_BK3,Buffer(DEHYDE-BAKE)
A1PHT13_BK3_OV2,ARRAY,,BA1PHT02,A1PHT13_BK3,"OVEN(DEHYDE-BAKE),near cleaner"
A1PHT13_EX1,ARRAY,,BA1PHT02,A1PHT13,曝光
A1PHT13_EX1_SH1,ARRAY,,BA1PHT02,A1PHT13_EX1,shuttle(ext sid)
A1PHT13_EX1_RT1,ARRAY,,BA1PHT02,A1PHT13_EX1,机械手
A1PHT13_EX1_BF1,ARRAY,,BA1PHT02,A1PHT13_EX1,缓冲区
A1PHT13_EX1_EE1,ARRAY,,BA1PHT02,A1PHT13_EX1,边缘曝光
A1PHT13_EX1_EX1,ARRAY,,BA1PHT02,A1PHT13_EX1,曝光
A1PHT13_EX1_MK1,ARRAY,,BA1PHT02,A1PHT13_EX1,Mask
A1PCL03,ARRAY,GA1PCL01,BA1INS03,,前清洗设备3#
A1PCL03_LD1,ARRAY,,BA1INS03,A1PCL03,Index
A1PCL03_CL1,ARRAY,,BA1INS03,A1PCL03,清洗机
A1PCL03_CL1_DR1,ARRAY,,BA1INS03,A1PCL03_CL1,DI冲洗
A1PCL03_LD1_RT1,ARRAY,,BA1INS03,A1PCL03_LD1,机械手
A1PCL06,ARRAY,GA1PCL01,BA1INS03,,前清洗设备 6#
A1PHT12_BF1_EX1,ARRAY,,BA1PHT02,A1PHT12_BF1,Exposure
A1PCL06_CL1,ARRAY,,BA1INS03,A1PCL06,Pre Cleaner
C1ODF01_TM1,CELL,Y,BC1ODF01,C1ODF01,TFT Transfer
C1ODF01_TM2_TM2,CELL,,BC1ODF01,C1ODF01_TM2,CF Transfer 
F1ICL01_LD1,ARRAY,,BA1UPK01,F1ICL01,素玻璃箱子拆包机
C1ODF01_TM1_TM1,CELL,,BC1ODF01,C1ODF01_TM1,TFT Transfer 
F1ICL01,ARRAY,GA1ICL01,BA1UPK01,,CF解包+前清洗设备 1#
F1ICL01_CL1,ARRAY,,BA1UPK01,F1ICL01,cleaner清洗机台
F1ICL01_UD1,ARRAY,,BA1UPK01,F1ICL01,UNLOADER INDEXER
F1ICL01_LD1_CY1,ARRAY,,BA1UPK01,F1ICL01_LD1,检测传送带
F1ICL01_LD1_CY2,ARRAY,,BA1UPK01,F1ICL01_LD1,NG 传送带 1#
F1ICL01_CL1_CY1,ARRAY,,BA1UPK01,F1ICL01_CL1,退出传送带
A1TTP01,ARRAY,GA1INS01,BA1INS03,,坐标检测设备1#
A1TTP01_LD1,ARRAY,,BA1INS03,A1TTP01,Index
A1TTP01_TP1,ARRAY,,BA1INS03,A1TTP01,Total Pitch
A1TTP01_LD1_RT1,ARRAY,,BA1INS03,A1TTP01_LD1,IndexRobot
A1TTP01_TP1_ST1,ARRAY,,BA1INS03,A1TTP01_TP1,Total Pitch Stage
A1SPT04_SP1_LL1,ARRAY,,BA1SPT02,A1SPT04_SP1,Load Lock 1#
A1SPT04_SP1_LL2,ARRAY,,BA1SPT02,A1SPT04_SP1,Load Lock 2#
A1STP01,ARRAY,GA1STP01,BA1ETS03,,脱膜设备1#
A1SPT06_SP1_CS3,ARRAY,,BA1SPT01,A1SPT06_SP1,Chamber 2#
A1STP02,ARRAY,GA1STP01,BA1ETS03,,脱膜设备2#
A1STP03,ARRAY,GA1STP01,BA1ETS03,,脱膜设备3#
A1STP01_SR1,ARRAY,,BA1ETS03,A1STP01,脱膜设备
A1SPT06_SP1_CS4,ARRAY,,BA1SPT01,A1SPT06_SP1,Chamber 1#
A1STP01_SR1_SR1,ARRAY,,BA1ETS03,A1STP01_SR1,脱膜
A1STP01_SR1_DR1,ARRAY,,BA1ETS03,A1STP01_SR1,DI冲洗
A1SPT06_SP1_RT2,ARRAY,,BA1SPT01,A1SPT06_SP1,Sputter Robot
A1STP02_SR1,ARRAY,,BA1ETS03,A1STP02,脱膜设备
A1SPT06_SP1_PT1,ARRAY,,BA1SPT01,A1SPT06_SP1,Port 1#
A1STP02_SR1_SR1,ARRAY,,BA1ETS03,A1STP02_SR1,S/S1
A1STP02_SR1_DR1,ARRAY,,BA1ETS03,A1STP02_SR1,UTRN 1#(Rinse)
A1STP03_SR1,ARRAY,,BA1ETS03,A1STP03,Strip&index
A1STP03_SR1_SR1,ARRAY,,BA1ETS03,A1STP03_SR1,STRIP 1
A1STP03_SR1_DR1,ARRAY,,BA1ETS03,A1STP03_SR1,RINSE 1
A1PHT06_AI1_AI1,ARRAY,,BA1PHT03,A1PHT06_AI1,AOI
A1SPT06_SP1_PT2,ARRAY,,BA1SPT01,A1SPT06_SP1,Port 2#
A1SPT06_SP1_PT3,ARRAY,,BA1SPT01,A1SPT06_SP1,Port 3#
A1PHT05_CT1_LA1,ARRAY,,BA1PHT03,A1PHT05_CT1,Glass out
A1PHT05_CT1_UA1,ARRAY,,BA1PHT03,A1PHT05_CT1,Glass in(SSDPER)
A1PHT05_CT1_OV1,ARRAY,,BA1PHT03,A1PHT05_CT1,AHP(3-2)
A1PHT05_CT1_OV2,ARRAY,,BA1PHT03,A1PHT05_CT1,AHP(3-3)
A1PHT05_CT1_OV3,ARRAY,,BA1PHT03,A1PHT05_CT1,TS COL(3-4)
A1PHT05_CT1_OV4,ARRAY,,BA1PHT03,A1PHT05_CT1,AHP(3-5)
A1PHT05_CT1_OV5,ARRAY,,BA1PHT03,A1PHT05_CT1,AHP(3-6)
A1PHT05_CT1_OV6,ARRAY,,BA1PHT03,A1PHT05_CT1,TS COL(3-7)
A1PHT05_CT1_BF1,ARRAY,,BA1PHT03,A1PHT05_CT1,PSTAGE(3-8)
A1PHT05_CT1_BF2,ARRAY,,BA1PHT03,A1PHT05_CT1,PSTAGE(3-9)
A1PHT05_CT1_BF3,ARRAY,,BA1PHT03,A1PHT05_CT1,PSTAGE(3-10)
A1PHT05_CT1_BF4,ARRAY,,BA1PHT03,A1PHT05_CT1,PSTAGE(3-11)
A1PHT05_BF1,ARRAY,,BA1PHT03,A1PHT05,Buffer
A1PHT05_BF1_LA1,ARRAY,,BA1PHT03,A1PHT05_BF1,Glass out(Turn)
A1PHT05_BF1_UA1,ARRAY,,BA1PHT03,A1PHT05_BF1,Glass in(Turn)
A1PHT05_BF1_EE1,ARRAY,,BA1PHT03,A1PHT05_BF1,EE
A1PHT05_BF1_EX1,ARRAY,,BA1PHT03,A1PHT05_BF1,Exposore
A1PHT06_EX1_EX1,ARRAY,,BA1PHT03,A1PHT06_EX1,Exposure
A1PHT05_DV1_LA1,ARRAY,,BA1PHT03,A1PHT05_DV1,Glass Out
A1PHT06_LD1_RT1,ARRAY,,BA1PHT03,A1PHT06_LD1,Robot 1#
A1PHT05_LD1,ARRAY,,BA1PHT03,A1PHT05,Index
A1PHT05_AI1,ARRAY,,BA1PHT03,A1PHT05,AOI
A1PHT05_DV1_UA1,ARRAY,,BA1PHT03,A1PHT05_DV1,Glass in
A1PHT05_CL1,ARRAY,,BA1PHT03,A1PHT05,Cleaner
A1PHT05_DV1,ARRAY,,BA1PHT03,A1PHT05,Develop
A1PHT05_DV1_OV1,ARRAY,,BA1PHT03,A1PHT05_DV1,AHP(5-2)
A1PHT05_DV1_OV2,ARRAY,,BA1PHT03,A1PHT05_DV1,AHP(5-3)
A1PHT05_DV1_OV3,ARRAY,,BA1PHT03,A1PHT05_DV1,TS COL(5-4)
